Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1488.66906738281;188.664966362715;317.2798;19.88772;11;309.3593;False
2;449.257904052734;75.9230635404587;265.2496;14.49252;13;302.6773;False
3;5421.5244140625;356.562796068192;373.4121;23.86576;12;410.3192;False
4;3272.28002929688;374.006601512432;351.485;17.49944;14;342.2572;False
5;93454.7109375;5010.76024340987;497.0601;22.71945;14;342.2572;False
6;22164.59375;2271.18477926254;434.566;22.46341;13;279.7245;False
7;295120.9375;15016.639249301;547;20.43971;14;358.0386;True
8;89089.78125;9053.37808656693;494.9828;23.72125;14;358.0386;False
9;42658.04296875;2160.16008259058;463.0001;27.3046;14;358.0386;False
10;186257.921875;9589.52616147399;527.0115;25.72571;14;358.0386;False
11;5061.65234375;420.8862647295;370.4292;17.78345;14;358.0386;False
12;48204.58984375;5534.27676279545;468.3088;23.1666;10;342.385;False
13;44201.375;2252.35694774985;464.5436;22.49429;10;342.385;False
14;11108.916015625;1197.32217468023;404.5672;18.03439;10;342.385;False
15;295120.9375;14862.4820230305;547;24.6076;10;342.385;True
16;1553.48608398438;96.7060196101665;319.1307;21.80612;10;342.385;False
17;11680.9541015625;602.891444355249;406.7478;22.79889;10;342.385;False
18;5544.4326171875;641.883251655102;374.3857;22.2392;9;318.3965;False
19;447.11474609375;29.5639403820038;265.0419;18.18188;13;358.206;False
20;5449.60546875;344.769182598591;373.6365;21.68768;13;342.0647;False
