Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;350.754241943359;64.8070120811462;264.024;22.27817;13;349.6901;False
2;1246.46618652344;199.909897947311;371.7905;23.10143;13;349.6901;False
3;885.375732421875;324.742149591446;345.584;30.99535;13;349.6597;False
4;9310.27734375;723.215670251846;500.621;22.27701;13;434.3521;False
5;16053.40234375;3045.30029153824;547;22.6088;13;434.3521;True
6;16857.875;2990.0903213501;547;18.67215;13;435.2578;True
7;16163.37109375;4336.33560180664;547;22.36481;13;435.1509;True
8;16329.392578125;4644.33587341309;547;22.08484;13;436.4742;True
9;16891.859375;5173.86619796753;547;18.20483;13;434.4822;True
10;16886.591796875;2878.66734733582;547;18.68048;13;435.5754;True
11;17232.736328125;4700.12423715591;547;22.22693;14;436.1344;True
12;17182.791015625;6072.31991252899;547;22.53699;14;436.1344;True
13;16205.7177734375;4853.06014709473;547;17.9845;12;436.6733;True
14;16159.064453125;4113.59829349518;547;18.11462;12;436.4965;True
15;15364.1279296875;3729.13725643158;547;21.68176;12;435.1205;True
16;16109.7705078125;5567.39664983749;547;17.80725;12;435.18;True
17;5389.419921875;1924.29519271851;459.9898;26.26917;12;437.3883;False
18;15387.037109375;3254.15296907425;547;21.72595;12;435.4583;True
19;16066.4638671875;5960.22341136932;547;18.89417;12;437.3595;True
20;15982.5634765625;5220.98494930267;547;18.4751;12;435.4583;True
21;18679.892578125;5007.92457427978;563.0538;22.40662;12;437.3595;False
22;16170.2275390625;3484.67517299652;547;18.41638;12;437.3595;True
23;16032.7998046875;6319.52002067566;547;19.28247;12;437.867;True
24;18227.544921875;5762.73429946899;547;19.44788;14;440.6809;True
25;16063.662109375;5996.25666351318;547;18.89282;12;437.326;True
26;17031.3984375;4697.90305480957;547;18.7356;13;437.1988;True
27;16177.166015625;4082.21703367233;547;18.37158;12;437.326;True
28;16193.671875;5426.28098831177;547;18.3457;12;437.4414;True
29;16024.4697265625;6387.34082183838;547;19.46118;12;438.1668;True
30;16128.4013671875;6697.41005735397;547;18.95264;12;438.1668;True
31;16499.236328125;6546.5855758667;547;22.68286;13;439.2644;True
32;19691.16796875;5359.33155670166;572.9294;22.97046;11;437.1152;False
33;16624.650390625;6537.61853561401;547;18.19165;12;441.6592;True
34;16490.146484375;6057.35223464966;547;18.78369;12;441.6592;True
35;16384.900390625;6163.69541168213;547;18.35352;12;439.5149;True
36;16555.171875;7019.58722238541;547;17.63965;12;439.5149;True
37;16515.724609375;6207.6731842041;547;18.78979;12;441.9446;True
38;16180.1005859375;6896.24230804443;547;18.72974;12;438.2117;True
39;16632.46875;6244.38595046997;547;18.07397;12;441.4479;True
40;16559.802734375;6646.62752075195;547;18.38428;12;441.4479;True
41;16554.248046875;9536.23390808105;547;18.75732;12;442.2767;True
42;16268.8955078125;5606.85515098572;547;18.69263;12;439.0825;True
43;15977.291015625;5584.79066810608;547;20.14526;12;439.0825;True
44;25924.42578125;6795.77669286728;589.6688;22.34424;12;439.5917;False
45;16067.0693359375;7030.49182434082;547;19.99536;12;439.7577;True
46;16177.369140625;5121.27551269531;547;19.42847;12;439.7577;True
47;16347.1484375;5365.81684684753;547;18.6228;12;439.7577;True
48;15877.2685546875;6671.89732971191;547;19.59521;12;436.8401;True
49;15986.7109375;6951.26185913086;547;19.04834;12;436.8401;True
50;16237.5029296875;7430.29525604248;547;19.24951;12;440.0143;True
51;16370.541015625;6572.16378173828;547;18.62549;12;440.0143;True
52;16220.91796875;9304.75220031738;547;19.33057;12;440.0143;True
53;16309.67578125;6033.57586746216;547;18.90527;12;440.0143;True
54;16420.69140625;7049.36484584808;547;18.55176;12;440.3745;True
55;16422.466796875;7849.39486541748;547;23.4834;13;439.6814;True
56;17204.5;8611.7199420929;547;19.32031;13;440.2938;True
57;16746.451171875;7414.46203994751;547;21.93359;13;440.6314;True
58;42841.51953125;8074.27679443359;634.8054;22.88574;12;435.2033;False
59;16346.2470703125;6445.13211517334;547;18.50879;12;439.4765;True
60;17460.08984375;7794.23018341064;547;19.62598;13;443.5359;True
61;16998.2265625;7969.01192913055;547;20.13965;13;439.9107;True
62;17471.689453125;7590.18148956299;547;18.44727;13;440.9809;True
63;17290.279296875;6471.39897499085;547;19.2373;13;440.9809;True
64;37930.20703125;10057.0961212158;622.3299;22.4043;12;438.7874;False
65;17707.357421875;6323.79550933838;547;18.28809;13;442.9384;True
66;17280.33203125;7244.95888671875;547;19.1665;13;440.7227;True
67;16611.6328125;5520.38273162842;547;22.85352;13;440.7227;True
68;17358.25390625;7617.48891372681;547;19.21729;13;441.6231;True
69;17650.556640625;6946.63667449951;547;18.10693;13;441.9273;True
70;17085.71875;3062.43840255737;547;19.26709;13;438.9642;True
71;17404.38671875;5679.58604927063;547;18.84424;13;441.2425;True
72;17454.744140625;6715.46837539673;547;18.62793;13;441.2425;True
73;17411.076171875;7517.63095703125;547;18.88379;13;441.4008;True
74;48142.1484375;9660.43442382812;635.848;22.74707;13;443.2095;False
75;17625.421875;6206.24453325272;547;18.87646;13;443.5252;True
76;18424.2109375;8208.95097541809;547;16.01807;13;443.5252;True
77;17589.04296875;9221.69863815308;547;19.32568;13;444.174;True
78;17545.908203125;6057.60137863159;547;19.15186;13;443.359;True
79;17701.52734375;6318.12401885986;547;18.88818;13;444.3062;True
80;17704.751953125;6441.13366394043;547;19.12109;13;444.8672;True
81;18023.017578125;7901.13788604736;547;18.22852;13;445.884;True
82;24210.888671875;7720.15131759644;581.5482;27.80615;13;442.0798;False
83;17921.810546875;7797.44318695068;547;18.59619;13;445.7885;True
84;18513.966796875;9743.25025558472;547;16.18164;13;444.8935;True
85;18669.6015625;8211.13794555664;556.2808;23.57324;13;443.1054;False
86;16981.728515625;7131.00141611099;547;22.89355;13;444.6415;True
87;17908.80078125;7012.56590185165;547;18.2876;13;444.9169;True
88;17911.150390625;5621.43560276032;547;18.45215;13;445.3399;True
89;17856.173828125;6309.89315185547;547;18.85059;13;445.7418;True
90;17946.79296875;7276.54836397171;547;18.4834;13;445.763;True
91;18046.755859375;6871.72753601074;547;18.50342;13;446.783;True
92;18035.681640625;6711.45877380371;547;18.17236;13;445.8679;True
93;17969.466796875;6421.11061878204;547;18.45117;13;445.9064;True
94;18011.31640625;5480.83814945221;547;18.55566;13;446.5639;True
95;17878.74609375;6984.53239898682;547;18.82617;13;445.9064;True
96;17735.48046875;5971.49053344727;547;19.21777;13;445.3865;True
97;17719.1328125;4398.6163192749;547;18.88477;13;444.4723;True
98;17930.826171875;8454.82211990357;547;18.38477;13;445.3691;True
99;17707.33203125;4326.15560712814;547;18.93555;13;444.4723;True
100;13252.64453125;4015.85073337555;529.0281;26.56641;13;443.1653;False
101;17468.8125;4560.35386352539;547;18.85547;13;441.915;True
102;17543.337890625;3730.80714035034;547;18.53809;13;441.915;True
103;19730.642578125;8306.33639373779;559.3911;22.85449;13;445.2409;False
104;18554.23828125;6475.14826784134;547;15.89355;13;444.3547;True
105;28040.275390625;7407.84683837891;590.1687;23.60938;13;444.4113;False
106;17895.189453125;8857.69296722412;547;18.6582;13;445.6749;True
107;17511.513671875;5147.66757001877;547;19.87109;13;444.5663;True
108;18078.35546875;7999.77186737061;547;18.30664;13;446.6126;True
109;18420.5234375;6840.92956695557;547;16.01172;13;443.4699;True
110;17765.9765625;6508.3908744812;547;20.06445;13;447.4889;True
111;17740.578125;3319.94863777161;547;18.43262;13;443.6182;True
