Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;23387804008448;2522499122995.2;242.6425;18.87753;13;303.3366;False
2;62362128220160;10923770451148.8;344.4813;20.96215;13;390.7696;False
3;78401230602240;9397250267545.6;375.9203;24.18913;13;390.7696;False
4;50058972102656;4266455537664;316.471;19.24036;13;390.7696;False
5;64278484746240;9802781998489.6;348.5024;23.64852;13;390.7696;False
6;138075556544512;10000403612876.8;465.8122;26.10869;14;370.4701;False
7;190201368412160;13148053256601.6;524.0457;29.66016;14;370.4701;False
8;200592857235456;24464091217715.2;547;23.07408;13;253.8082;True
9;65487488679936;11046094491238.4;349.7939;17.90353;12;412.8133;False
10;50614457335808;7463724951142.4;316.6248;18.78839;12;412.8133;False
11;52071403356160;5074593255628.8;320.1406;19.18604;12;412.8133;False
12;81010909773824;10810580480000;404.2686;24.26053;8;204.2575;False
13;134428827320320;15609413727027.2;465.7117;26.69855;14;325.566;False
14;60201289908224;4132774858752;345.3675;22.36966;14;325.566;False
15;91431398014976;9920971704729.6;401.5167;22.40323;14;349.871;False
16;136373734473728;11306623805030.4;465.7398;23.15695;14;349.871;False
17;93218867773440;12534694350336;401.8211;22.76743;13;385.9953;False
18;40422290227200;9377413870387.2;291.595;15.91461;13;385.9953;False
19;74975239208960;6401244956876.8;373.4539;21.11737;14;342.1602;False
