Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;401.576354980469;67.6865499719977;401.5764;19.1368;12;309.2623;False
2;372.256683349609;104.711397759989;372.2567;20.55745;11;293.1258;False
3;405.275360107422;116.159840172529;405.2754;21.484;13;290.1828;False
4;547;129.045973242819;547;22.55156;14;314.1073;True
5;347.172912597656;117.496317866445;347.1729;21.33524;12;325.5368;False
6;375.201141357422;115.875114220381;375.2011;24.61798;14;314.9171;False
7;320.144134521484;66.8287695977837;320.1441;20.49324;10;273.1321;False
8;290.946624755859;99.1731370419264;290.9466;20.7773;11;264.1348;False
9;318.108520507813;85.324233391881;318.1085;21.45627;11;319.4856;False
10;291.574096679688;78.9108532041311;291.5741;19.8938;12;332.3457;False
11;403.66064453125;91.4035229355097;403.6606;21.23697;9;395.8283;False
12;295.448120117188;91.4161899626255;295.4481;17.43652;13;392.6102;False
13;466.619354248047;76.5536544412375;466.6194;22.90329;12;375.0896;False
14;315.648529052734;96.4859654322267;315.6485;19.61334;12;358.1603;False
15;434.152038574219;122.765865927935;434.152;21.44748;14;314.4641;False
16;464.990875244141;76.8443146705627;464.9909;24.25311;14;342.5295;False
17;433.915679931641;91.3176179289818;433.9157;18.40497;12;310.9456;False
18;376.970031738281;75.9645989522338;376.97;19.11206;13;320.0655;False
19;288.848327636719;104.612929949164;288.8483;23.42963;14;340.6483;False
20;402.490112304688;92.7308054178953;402.4901;20.75659;12;314.5721;False
21;214.401611328125;54.4477285057306;214.4016;17.91992;12;324.2571;False
22;265.985443115234;71.8854904741049;265.9854;15.81061;13;415.7471;False
23;266.079406738281;45.6744773484766;266.0794;25.00452;13;377.865;False
24;218.565307617188;40.9270436380059;218.5653;19.68555;13;362.7309;False
25;296.744964599609;128.704914601147;296.745;31.90155;13;290.337;False
26;495.529663085938;84.1815575882792;495.5297;27.36005;9;424.5977;False
27;352.140167236328;130.523047551513;352.1402;19.29462;14;396.3789;False
28;437.942810058594;135.666926668584;437.9428;27.18719;13;327.8427;False
29;289.528198242188;85.2946424260736;289.5282;15.53174;11;367.4321;False
30;547;99.2874950140715;547;27.52429;12;364.4157;True
