Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;-64752.17578125;-92134.2029296875;346.9658;19.45866;12;280.1826;False
2;-56150.16796875;-87756.4658203125;432.3546;21.83839;12;280.1826;False
3;-59192.07421875;-90204.0505859375;402.1401;20.89349;12;280.1826;False
4;-58972.0625;-85254.93046875;404.2778;20.42435;12;280.1826;False
5;-52948.90234375;-83332.380078125;464.2045;23.41994;13;358.0112;False
6;-53037.82421875;-80201.0689453125;463.2641;22.62801;13;354.0546;False
7;-52971.70703125;-85277.687109375;463.9596;23.15369;13;354.0546;False
8;-62014.15234375;-81185.755078125;373.9959;18.76787;14;366.3611;False
9;-64048.48046875;-85067.8712890625;353.8826;18.92487;13;354.0546;False
10;-58794.328125;-83639.78984375;406.0387;20.43176;13;354.0546;False
11;-67574.2265625;-82958.041796875;319.0275;32.91336;14;358.8922;False
12;-64600.3203125;-83360.805859375;348.4976;19.81635;13;382.4206;False
13;-55580.296875;-79647.7837890625;438.2045;25.34952;13;354.0546;False
14;-55950.33984375;-81717.9322265625;434.294;21.36206;12;295.4908;False
15;155429.140625;-71126.1576171875;547;21.12576;14;348.6946;True
16;155434.890625;-71753.3181640625;547;20.74197;12;295.4908;True
17;-49821.51953125;-84311.1830078125;495.1064;22.22308;14;348.6946;False
18;-49369.0625;-83717.86640625;499.4151;20.7099;12;295.4908;False
19;155431.65625;-71645.733984375;547;20.95496;12;295.4908;True
20;155402.234375;-67953.8435546875;547;23.3316;12;295.4908;True
21;155407.71875;-69235.2595703125;547;22.81213;12;295.4908;True
22;-46267.77734375;-81296.3515625;530.4416;23.32947;14;348.6946;False
23;-58979.51953125;-80432.555859375;404.5107;27.26013;14;348.6946;False
24;155400.859375;-71238.5021484375;547;23.47021;12;295.4908;True
25;-49621.234375;-81649.844921875;497.0625;21.94281;12;295.4908;False
26;155383.578125;-69327.0396484375;547;25.57007;12;295.4908;True
27;155373.6875;-57650.73984375;547;27.31451;14;342.0416;True
28;-49983.859375;-77903.503125;493.569;22.99817;13;301.6967;False
29;155436.34375;-72650.873046875;547;20.64862;12;295.4908;True
30;-52322.54296875;-77920.076953125;470.5395;25.63031;13;354.0546;False
