Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;913.996337890625;295.820720243081;351.537;26.89425;14;371.7046;False
2;975.179138183594;261.435879814066;375.0689;20.8792;13;359.949;False
3;1278.52429199219;333.176841314137;491.7401;28.64243;13;359.949;False
4;968.693298339844;387.11526184231;372.5743;18.20755;12;392.7944;False
5;1132.7177734375;290.511394338612;435.6607;21.14151;13;458.8044;False
6;906.316833496094;324.987338650227;348.5834;25.257;11;390.108;False
7;820.532470703125;315.347164947912;315.5894;17.45953;11;390.108;False
8;1128.41369628906;360.592817921937;434.0053;23.95297;13;367.4009;False
9;968.738342285156;256.531640890241;372.5917;19.58243;9;343.2604;False
10;910.764892578125;350.254150832444;350.2942;21.77484;11;390.108;False
11;963.453308105469;280.678021878004;370.559;26.27646;11;390.108;False
12;1053.70031738281;314.692751806788;405.2693;22.97089;11;362.3745;False
13;830.515747070313;272.522449487448;319.4291;21.19379;13;374.0263;False
14;826.790954589844;273.619972221553;317.9965;17.0903;11;326.356;False
15;1075.70251464844;397.301421394944;413.7318;26.04376;14;382.8961;False
16;1136.28747558594;339.694775420427;437.0336;20.00894;14;382.8961;False
17;977.330993652344;400.544380328944;375.8965;19.15265;13;338.4412;False
18;895.607177734375;294.692179427296;344.4643;22.70978;13;338.5569;False
19;1050.73107910156;293.859783919156;404.1273;19.52344;13;338.4412;False
20;967.925598144531;380.494496846199;372.2791;26.26038;14;380.0887;False
21;1140.46447753906;391.667861625552;438.6402;21.11902;11;356.9677;False
22;971.435241699219;443.983945883065;373.6289;21.10498;12;355.3163;False
23;1204.31848144531;486.675475406647;463.1994;24.04956;12;355.3163;False
24;1216.18835449219;385.617743490264;467.7648;29.33453;14;380.0887;False
25;1061.75036621094;289.797309744358;408.3655;20.32831;14;324.6942;False
26;1127.77551269531;269.735353151523;433.7598;20.25861;14;365.2611;False
27;1045.18029785156;400.129280261695;401.9924;22.89642;13;299.6129;False
28;905.867431640625;277.907604765892;348.4106;22.95953;12;355.3163;False
29;973.812927246094;345.930918270349;374.5434;22.96832;12;361.9057;False
30;970.671936035156;358.145206451416;373.3354;21.19452;12;355.3163;False
