Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;466.496948242188;79.1724666327238;466.4969;27.14665;11;370.1402;False
2;377.606170654297;123.186774507165;377.6062;19.16665;14;334.1133;False
3;266.865936279297;68.8687221229076;266.8659;31.43082;12;333.0747;False
4;403.367004394531;99.154478392005;403.367;22.31326;11;328.2491;False
5;547;98.6278530985117;547;24.00493;13;390.6509;True
6;318.555297851563;114.071944096684;318.5553;20.84685;12;414.7189;False
7;265.792877197266;60.4354681372643;265.7929;18.56252;13;374.4278;False
8;374.750640869141;70.2810362458229;374.7506;19.02939;11;378.5819;False
9;376.457427978516;90.8065634191036;376.4574;19.05426;12;335.5226;False
10;375.932342529297;107.468617351353;375.9323;22.04764;13;444.0443;False
11;374.412567138672;103.281592780352;374.4126;19.59949;13;327.4721;False
12;320.200927734375;100.042671024427;320.2009;17.08319;12;320.7543;False
13;466.063873291016;108.79357355535;466.0639;21.24271;12;322.6728;False
14;547;100.73153667748;547;22.05365;14;382.4504;True
15;351.597106933594;96.6555489480495;351.5971;20.40369;13;366.9628;False
16;319.507781982422;126.823416861892;319.5078;22.16043;14;434.057;False
17;377.239135742188;80.7230331599712;377.2391;22.45123;13;350.4873;False
18;349.086853027344;116.657905513048;349.0869;22.98492;14;350.2058;False
19;376.921264648438;85.4796075239778;376.9213;21.11407;12;286.0944;False
20;350.865692138672;137.454051959515;350.8657;20.57135;14;302.793;False
21;347.19775390625;68.9076508224011;347.1978;23.36627;14;378.7792;False
22;432.499786376953;114.346990913153;432.4998;28.10901;10;308.0634;False
23;495.99853515625;150.764617490768;495.9985;24.06592;11;358.5475;False
24;462.717498779297;62.3163392588496;462.7175;20.39185;13;353.8337;False
25;272.234741210938;55.1736546099186;272.2347;18.11023;11;334.1813;False
26;345.498077392578;76.4605403840542;345.4981;20.71613;13;293.6633;False
27;264.530059814453;50.1582345046103;264.5301;20.95905;13;291.078;False
28;547;78.8634999230504;547;22.78406;14;393.9533;True
29;466.079345703125;91.4864862471819;466.0793;23.73602;14;290.4526;False
30;374.657073974609;120.004421944916;374.6571;27.14783;12;383.8051;False
