Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;184758763520;103906899148.8;261.2921;16.48143;13;413.4249;False
2;198596788224;103451113267.2;400.0774;22.57207;13;413.4249;False
3;193807400960;118024231116.8;64.06391;17.06683;12;452.298;False
4;190463475712;111199123046.4;30.58806;8.129448;12;452.298;False
5;190463967232;122224711680;30.59289;8.174347;12;452.298;False
6;194849030144;122880408985.6;320.3889;17.1356;12;427.7004;False
7;194478489600;111402372300.8;316.7112;20.17732;12;427.7004;False
8;194605826048;104282831462.4;317.9757;17.59422;12;427.7004;False
9;206829993984;92992783564.8;436.8572;22.26953;12;427.7004;False
10;191488589824;104701568409.6;286.8674;19.15515;12;427.7004;False
11;187075395584;126215227392;242.2431;15.4856;12;427.7004;False
12;206535557120;118628640768;434.0499;22.57751;12;427.7004;False
13;200440135680;111862641868.8;375.3178;21.39474;12;427.7004;False
14;217296371712;113515573452.8;314.5035;19.34357;14;429.7476;False
15;230372098048;105521319936;432.7522;26.1077;14;429.7476;False
16;220517023744;108538554572.8;344.0604;19.84033;14;429.7476;False
17;223825887232;113768991129.6;374.1279;21.02283;14;429.7476;False
18;241550196736;130444593561.6;530.3406;24.19586;14;429.7476;False
19;236636897280;117969772134.4;0;0;13;488.5301;False
20;236636897280;121098356121.6;0;0;13;488.5301;False
21;236636897280;116275988070.4;0;0;13;488.5301;False
22;236636897280;115441785241.6;0;0;13;488.5301;False
23;236636897280;122542002380.8;0;0;13;488.5301;False
24;236636897280;108496056524.8;0;0;13;488.5301;False
25;236636897280;103516123136;0;0;13;488.5301;False
26;236636897280;122026163814.4;0;0;13;488.5301;False
27;236636897280;122038752051.2;0;0;13;488.5301;False
28;236636897280;126188061081.6;0;0;13;488.5301;False
29;250419396608;117901161062.4;0;0;14;490.3126;False
30;250419396608;112238608179.2;0;0;14;490.3126;False
