Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;2472.1298828125;982.476427382231;950.8192;49.87857;11;283.407;False
2;2425.63305664063;1179.05438162535;932.9358;50.46144;13;309.9739;False
3;2511.86572265625;1589.41462364607;966.1022;62.32944;13;309.9739;False
4;2762.23681640625;954.194250465929;1062.399;98.78528;13;269.689;False
5;3140.75048828125;1342.6169322487;1207.981;60.8924;12;307.8704;False
6;2773.85473632813;1397.50221891999;1066.867;50.30243;13;367.6816;False
7;3504.50268554688;1132.61532342173;1347.886;79.37964;13;367.6816;False
8;2428.2099609375;1214.42931310087;933.9269;43.45752;13;331.3082;False
9;2766.69262695313;1323.43187996857;1064.113;61.92529;13;312.4361;False
10;2420.46240234375;1214.09258802533;930.9471;66.87769;13;432.6071;False
11;2437.89916992188;1429.14802911254;937.6535;50.79272;13;281.5635;False
12;2487.6318359375;1061.17518064231;956.7814;190.3265;14;358.643;False
13;2453.87231445313;1278.37020357847;943.7971;183.3173;14;358.643;False
14;2733.6533203125;1116.88872448847;1051.405;59.12671;11;337.7106;False
15;2749.6318359375;1215.22434877992;1057.551;275.3018;10;343.6961;False
16;2451.10717773438;1746.47684440613;942.7335;183.769;14;358.643;False
17;2511.90380859375;1296.88337291554;966.1168;44.84058;12;342.678;False
18;2506.39184570313;1148.01593488753;963.9969;47.00098;12;342.678;False
19;2505.39331054688;1530.67550432682;963.6128;51.01953;12;342.678;False
20;2783.64208984375;1155.62466871515;1070.632;55.34106;12;342.678;False
21;2789.92333984375;1326.24994943589;1073.047;59.94238;12;342.678;False
22;2517.36572265625;1268.51462291703;968.2176;45.33081;12;342.678;False
23;2772.67236328125;1261.27165623484;1066.412;58.5293;13;329.7234;False
24;2505.15551757813;1133.35777086141;963.5214;52.61963;12;342.678;False
25;2798.26806640625;1751.64816581234;1076.257;54.56396;11;338.5127;False
26;2513.37744140625;1229.1557467591;966.6836;45.65479;12;342.678;False
27;2519.14965820313;1533.96903965026;968.9037;45.26758;12;342.678;False
28;2522.36791992188;1404.48654272258;970.1415;44.55762;12;342.678;False
29;2511.078125;1699.3513194263;965.7993;45.71729;12;342.678;False
30;2510.70434570313;1048.7159419097;965.6555;44.98828;12;342.678;False
