Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1432356608;166216411.400793;433.5545;22.22917;12;339.0907;False
2;1453894656;147107990.045937;435.7168;20.69202;12;339.0907;False
3;2149359360;266864064.653998;496.3595;25.30187;13;263.6711;False
4;1452540928;194418442.673338;435.5815;20.83236;14;401.5553;False
5;1448890752;177876501.696913;435.2164;18.26511;14;401.5553;False
6;2621063680;194476498.082049;530.297;26.21567;12;335.5828;False
7;436245216;69140578.0756832;291.7003;25.58865;12;335.5828;False
8;1131253120;167777477.657023;400.7559;24.07939;12;335.5828;False
9;1772568064;191408937.877966;465.4728;26.51599;12;407.6961;False
10;2123238272;165019013.506979;494.3405;25.75662;12;407.6961;False
11;2579862016;196979008.488604;527.5037;24.47;12;407.6961;False
12;2126317824;251932098.181462;494.5794;23.61139;12;407.6961;False
13;1438491904;156121867.49513;434.1726;28.17773;13;365.5935;False
14;1168459648;169285394.139433;405.1022;21.92874;13;303.5448;False
15;2183447552;255911586.997526;498.9698;21.69659;13;303.5448;False
16;1774002176;128208221.474592;465.5983;26.65353;13;303.5448;False
17;928255040;141378430.004551;375.1881;22.36462;13;303.5448;False
18;707541888;136849673.737499;342.7236;16.23193;13;303.5448;False
19;925629632;94274993.1520519;374.8341;21.58759;13;303.5448;False
20;2693471232;197104249.078118;535.1359;25.62225;13;303.5448;False
21;2603163648;241331302.252098;529.087;22.47064;13;303.5448;False
22;7102245376;515493018.45068;547;21.59717;13;303.5448;True
23;940283328;163987452.578199;376.8017;20.37195;13;303.5448;False
24;948019648;177118120.21016;377.8323;23.49158;14;281.093;False
25;1433270656;122185729.600279;433.6467;21.17041;13;297.2268;False
26;737258944;105366802.392612;347.4561;16.25354;13;297.2268;False
27;735008064;89349243.5726878;347.1022;17.47614;13;297.2268;False
28;2151140864;260112094.771302;496.4966;33.11499;11;305.8671;False
29;928386048;69059899.6604681;375.2058;22.74683;14;352.7552;False
30;908676672;149432046.44494;372.5316;23.49493;14;383.3618;False
