Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1939175936;385990502.6;405.7902;20.91199;10;306.3298;False
2;1050450688;362693072;241.3926;16.40619;13;381.6862;False
3;1674694272;437860910;347.6297;18.87022;14;324.639;False
4;1666945664;554113870.8;347.6904;20.31097;14;324.639;False
5;2204801792;681579452;404.8595;22.42049;14;324.7315;False
6;1852116992;718027279.6;345.7727;20.42834;13;381.1344;False
7;3833373440;795757278.4;527.2992;24.49179;14;338.153;False
8;2822174208;919164965.6;429.8193;22.98688;14;385.4844;False
9;4270471168;1385741609.2;547;22.03525;14;351.1667;True
10;3049186304;1119533222.4;450.382;23.35532;14;380.3992;False
11;4256263936;1437706474.4;547;21.12933;12;367.7691;True
12;4276115456;1897161070;547;22.32199;13;362.3594;True
13;3839300352;1287514865.2;524.1987;27.07635;12;368.4144;False
14;3861902592;1272095136.4;526.2537;22.64124;12;361.5466;False
15;4262216448;2097998927.2;547;21.56104;12;369.3017;True
16;4253374464;1661698202;547;22.32434;12;369.4808;True
17;4266352640;1824560312;547;21.36725;12;369.4808;True
18;4221773312;1578141248.4;547;22.75769;12;366.1581;True
19;4362202624;1786350486;547;21.54871;13;371.8604;True
20;3120917504;1272000306;464.6506;22.18445;13;370.6535;False
21;4372180480;1980687530.8;547;21.42603;13;372.8873;True
22;3509025024;1677706573.2;499.9324;24.09631;12;368.6127;False
23;4317781504;1810107724.4;547;22.38733;13;367.7215;True
24;4337021952;2074908387.6;547;21.03345;13;367.7775;True
25;3509036800;1350316458;495.1618;23.57996;13;367.7775;False
26;4273610496;1683970017.2;547;26.44867;13;367.7775;True
27;3103151104;1582723508;464.9969;23.80194;13;369.2958;False
28;4314034176;1526448064;547;23.43335;13;368.8863;True
29;4345361920;2052407427.6;547;21.22083;13;369.1667;True
30;3943815680;2026993018.4;524.1442;26.20288;13;371.6403;False
