Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;983605313536;49180369599.5197;502.7159;25.53487;14;361.1824;False
2;43770676;7283647.19175054;320.3036;20.01642;13;405.8433;False
3;799815296;41223549.6104806;373.1961;21.16492;12;347.6909;False
4;3490600452096;174532075459.728;525.7741;26.39965;11;347.509;False
5;194319456;18226756.1031028;347.4386;24.64085;11;347.509;False
6;40181024;2628615.05994193;318.7458;19.47433;11;347.509;False
7;23825750016;1191314528.19068;434.9857;27.17981;13;381.3753;False
8;50285856;5028334.74667993;322.8297;19.48416;13;381.3753;False
9;4329158656;380133746.984368;403.9394;18.56131;13;381.3753;False
10;3491071488;191597336.876682;400.0224;21.24121;13;379.7369;False
11;3401541376;175476837.827446;399.5494;22.82401;14;417.6729;False
12;3670784256;185819321.015475;400.9362;21.23007;14;417.6729;False
