Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;79201568;45059756.7;148.4707;15.91629;12;429.4487;False
2;79201568;44012635.3;270.9254;24.50428;12;429.4487;False
3;79201568;45321186.8;319.1491;24.44739;12;429.4487;False
4;79201568;38638888.35;317.6134;24.62286;12;429.4487;False
5;79201568;40980698.8;196.8348;15.61588;12;429.4487;False
6;79201568;45842268.7;193.5221;15.06931;12;429.4487;False
7;79201568;40108247.95;289.7453;31.48615;12;429.4487;False
8;79201568;40582711.3;289.7858;23.32069;12;429.4487;False
9;90037528;41042344.7;13.17399;4.168869;12;448.2028;False
10;90037528;45290735.8;145.6665;17.59644;12;448.2028;False
11;90037528;43712586.3;215.142;18.6265;12;448.2028;False
12;90037528;46915798.65;215.0433;20.25934;12;448.2028;False
13;90037528;45644046.5;104.0917;12.60553;12;448.2028;False
14;90037528;46310205.6;106.689;12.91074;12;448.2028;False
15;90037528;37550441.8;96.02337;15.42914;12;448.2028;False
16;90037528;45069209.15;167.8444;20.0144;12;448.2028;False
17;90037528;46460725;127.2113;14.55804;12;448.2028;False
