Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;667.165100097656;107.155456036888;290.0718;20.36894;11;332.7764;False
2;665.1796875;163.243658097833;289.2086;23.28525;10;316.2431;False
3;735.721740722656;259.327177092433;319.879;23.29617;12;362.9859;False
4;801.074340820313;185.516623771191;348.2932;26.31043;12;362.9859;False
5;738.231628417969;231.996064805985;320.9703;24.551;11;474.7362;False
6;727.855041503906;235.831970275939;316.4587;20.85172;12;321.2456;False
7;934.453002929688;233.772376630828;406.2839;21.35605;11;359.1001;False
8;802.635864257813;201.402813744545;348.9721;29.1494;12;321.2456;False
9;1060.66638183594;288.109943856741;461.1593;21.49991;13;318.6096;False
10;921.341613769531;203.37376915894;400.5833;19.97742;13;262.0128;False
11;1010.07873535156;245.768189735711;439.1647;24.0329;12;349.426;False
12;735.032775878906;241.31640494056;319.5795;29.04007;13;302.3808;False
13;1063.28833007813;231.99500496015;462.2993;26.42664;13;302.3808;False
14;998.262817382813;244.809850515425;434.0273;21.03485;14;379.2456;False
15;932.720581054688;217.136642807722;405.5307;23.6879;10;340.7036;False
16;731.540222167969;185.700050209835;318.061;20.24554;10;340.7036;False
17;992.668029785156;180.519229537528;431.5948;22.78601;10;340.7036;False
18;802.0712890625;268.885080781579;348.7267;21.48193;14;391.6541;False
19;1145.03344726563;337.216595938802;497.8406;22.73627;12;313.1382;False
20;1216.05859375;346.260130145773;528.7211;22.62885;13;379.3221;False
21;1758.09997558594;492.447516618529;547;20.93958;10;357.0592;True
22;746.155578613281;227.85697450228;324.4155;16.76379;13;379.3221;False
23;794.907043457031;258.88296032846;345.6118;18.67908;12;360.4232;False
24;1154.95227050781;256.232441516221;502.1531;20.97998;12;325.0466;False
25;738.797485351563;271.189160323143;321.2163;19.6142;14;353.605;False
26;801.836486816406;207.199832422845;348.6246;19.21967;10;292.2328;False
27;728.740417480469;214.399301999807;316.8437;16.12109;10;292.2328;False
28;993.412536621094;315.870667846501;431.9185;19.84216;12;296.4484;False
29;679.138610839844;155.27673265785;295.2776;16.73529;12;296.4484;False
30;867.261169433594;246.891766175628;377.0701;19.1933;12;296.4484;False
