Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1920909568;476071290.6;345.9527;20.19318;14;385.4857;False
2;3911754752;758592070;511.102;27.42832;14;385.4857;False
3;4162844928;1212265189.2;533.4036;21.44756;14;364.5445;False
4;4375370752;979841305.2;547;22.15481;14;364.5445;True
5;3521698048;1032708023.6;494.2295;26.08345;14;364.5445;False
6;4333509120;1435285088;547;25.58528;14;364.2772;True
7;4411418624;1229898219.2;547;19.63785;14;364.2772;True
8;2724815616;1276761980;432.3982;22.90814;14;363.6203;False
9;4137014784;1219087400;530.4365;25.49109;14;373.2366;False
10;4403513856;1528607681.6;547;26.29126;14;373.8705;True
11;3182541056;1356035736;465.9556;27.52258;14;373.6216;False
12;3685708288;1838841216;497.4871;20.67657;14;373.6216;False
13;3208819712;1693054078.4;463.1498;23.55411;14;379.1708;False
14;4818555904;2315665407.2;547;21.99738;14;417.7363;True
15;3653347072;1769485648.8;497.1577;22.97992;14;373.3852;False
16;4840574976;2164097449.6;547;22.98694;14;421.9109;True
17;4802446336;1872951002.4;547;25.96808;14;421.5554;True
18;4824812544;2406352380.8;547;24.59985;14;422.4131;True
19;5840571904;2419289206.4;602.4756;23.91614;14;418.1436;False
20;4843107328;2380059167.2;547;22.23706;14;421.0021;True
21;4858149888;2392570704;547;22.45288;14;423.1067;True
22;4829113344;1963154014.4;547;23.91351;14;421.9578;True
23;4659077120;2452963750.4;547;20.36987;14;395.9128;True
24;3548033792;2172441958.4;466.9411;19.47266;14;415.3574;False
25;4134083328;2022189939.2;526.9916;26.0636;13;390.631;False
26;4354480640;1982904157.6;522.9756;26.61334;14;417.5445;False
27;4835036672;2049022473.6;547;21.42151;14;418.657;True
28;4853916672;2287590041.6;547;21.07422;14;420.224;True
29;4821069312;2062655273.6;547;22.60596;14;419.0341;True
30;4559007744;2207107401.6;529.4235;20.32202;14;420.224;False
