Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;102928728;10799155.6603227;468.6467;31.66019;11;344.5246;False
2;82842528;14521175.0737659;435.931;22.58446;14;380.2125;False
3;163667328;12732393.7648175;547;25.72623;14;380.2125;True
4;83291256;9870017.21599693;436.7167;24.19421;14;380.2125;False
5;120035408;10193025.7200112;493.2909;27.44267;14;318.0425;False
6;148094624;23782713.1670717;529.0699;24.64679;14;315.4359;False
7;64657080;11484860.0661828;401.3643;20.09911;14;315.4359;False
8;120305800;10177597.3830525;493.661;25.41537;14;315.4359;False
9;100323032;11096466.5291205;464.6581;27.58151;14;315.4359;False
10;148549904;10465286.9791848;529.6116;21.92563;12;347.1289;False
11;41533500;6626561.40888149;346.3109;16.31116;12;347.1289;False
12;41399184;3840162.38906767;345.9372;17.93173;12;347.1289;False
13;100458376;7358529.74336393;464.867;20.67514;12;347.1289;False
14;121835016;11071281.6117787;495.7439;23.52054;12;347.1289;False
15;82220968;5751683.53629579;434.838;18.61783;12;347.1289;False
16;99901288;14861163.1504262;464.0061;23.76248;13;356.7557;False
17;52550316;6946205.64352788;374.5632;23.39499;14;287.2103;False
18;63931632;11452537.0860142;399.8575;25.31122;14;411.6056;False
19;144955712;19082216.6075774;525.3053;29.54492;13;307.7113;False
20;81958832;9326305.72548201;434.3754;25.14349;13;460.8638;False
21;80676632;7426354.99090033;432.0983;21.53101;14;383.071;False
22;33739596;2619201.65365346;323.132;18.99731;10;422.2277;False
23;64511148;3370940.3750678;401.0621;26.10187;10;422.2277;False
24;163667328;13708267.9730183;547;19.99408;11;430.8838;True
25;66639260;7804318.3592285;405.4246;18.99915;11;430.8838;False
26;163667328;18666486.5125288;547;20.56708;11;430.8838;True
27;82119120;7008122.50565817;434.6584;18.78937;11;430.8838;False
28;234690544;31231776.263507;616.8296;23.60388;12;383.124;False
29;101856552;9253074.02848603;467.0137;18.52844;12;383.124;False
30;84218616;12974676.4157202;438.3315;19.48651;13;375.0474;False
