Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;271.141662597656;63.3984002649784;271.1417;19.35279;12;308.1583;False
2;408.492919921875;118.003598297387;408.4929;25.67048;13;320.9688;False
3;430.970611572266;130.627768538892;430.9706;23.84682;13;345.2871;False
4;463.262115478516;137.844266001508;463.2621;23.76707;12;343.2037;False
5;547;124.33127290979;547;21.82964;12;343.9069;True
6;318.246704101563;105.45435950309;318.2467;15.34315;13;316.364;False
7;346.617309570313;98.9572923541069;346.6173;19.87231;13;315.3027;False
8;498.592468261719;181.56469502449;498.5925;26.23691;12;315.0894;False
9;400.566528320313;174.661680659652;400.5665;18.86703;12;320.9741;False
10;389.966644287109;201.035016480088;389.9666;23.51404;12;330.8035;False
11;465.522369384766;173.413877419382;465.5224;28.42447;13;330.8897;False
12;376.657501220703;155.110889451206;376.6575;22.48889;13;330.7167;False
13;547;235.004249662161;547;20.69336;12;325.8734;True
14;466.749969482422;154.025304442644;466.75;23.09558;13;346.7937;False
15;493.968658447266;165.072012066841;493.9687;23.05713;13;339.1038;False
16;404.401580810547;163.4864700526;404.4016;20.4447;11;324.7057;False
17;463.949615478516;194.267911368608;463.9496;21.64368;10;313.9304;False
18;547;229.729694285989;547;22.48022;12;321.695;True
19;495.062194824219;173.235287463665;495.0622;22.93048;10;326.1404;False
20;529.095581054688;198.996056807041;529.0956;25.98499;12;337.466;False
21;547;238.276834035665;547;24.58667;12;335.9158;True
22;495.001770019531;198.155095019937;495.0018;24.6734;11;330.0817;False
23;430.185852050781;134.861075341702;430.1859;20.5827;10;323.3139;False
24;526.841674804688;211.889621973038;526.8417;23.80774;11;324.8715;False
25;547;199.697977478802;547;22.99689;12;330.6671;True
26;402.545135498047;140.736128140986;402.5451;19.63123;11;325.8096;False
27;435.557922363281;195.423099836707;435.5579;19.07037;12;321.5737;False
28;547;204.501314771175;547;22.90662;13;328.7162;True
29;547;170.741284686327;547;19.96899;12;318.1579;True
30;462.824829101563;191.101403367519;462.8248;23.23938;12;328.0835;False
