Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;547.036315917969;168.052385205496;321.7861;17.71797;12;363.1052;False
2;588.594787597656;162.228376466036;346.2322;24.45811;11;344.9815;False
3;456.36376953125;160.263457848877;268.4493;19.80488;13;290.6587;False
4;796.868225097656;220.201762968302;468.746;21.27802;13;290.6587;False
5;642.429443359375;273.992022550106;377.8997;33.23489;12;259.5037;False
6;634.755676269531;137.973359987699;373.3857;21.94768;13;230.6257;False
7;501.220642089844;184.02285797298;294.8357;22.08142;13;270.9369;False
8;495.302734375;156.573652471229;291.3546;19.0444;14;421.5552;False
9;644.507385253906;166.256735050678;379.122;38.82236;12;344.0321;False
10;587.091064453125;220.820040367544;345.3477;21.22382;13;394.901;False
11;538.492736816406;165.809800480679;316.7604;23.95386;13;394.901;False
12;408.508941650391;95.4236310103908;240.2994;19.07498;14;259.5606;False
13;739.620483398438;222.254641632736;435.0709;23.50223;14;388.2792;False
14;593.400207519531;115.455813650787;349.059;21.38745;14;388.2792;False
15;612.833251953125;260.399517655373;360.4901;26.03558;14;388.2792;False
16;592.857971191406;221.809769508988;348.74;22.40491;14;356.8318;False
17;740.045959472656;176.6531408865;435.3212;22.23352;14;388.2792;False
18;641.375244140625;120.491660232842;377.2795;19.18842;14;388.2792;False
19;736.791137695313;173.025152656436;433.4066;25.66827;14;388.2792;False
20;590.472473144531;192.874873487279;347.3368;22.55884;14;388.2792;False
21;583.306091308594;216.457995847164;343.1212;18.51501;14;434.714;False
22;684.833190917969;124.939504930377;402.843;22.61621;14;388.2792;False
23;840.736022949219;227.632475061715;494.5506;24.14325;14;413.5948;False
24;892.683227539063;232.038064938225;525.1078;24.32269;14;407.0955;False
25;744.972900390625;181.364334827662;438.2194;23.82477;14;407.0955;False
26;791.296936035156;215.703263432905;465.4688;27.00793;14;407.0955;False
27;589.201416015625;154.9849880822;346.5891;19.08881;11;290.8172;False
28;638.7607421875;207.77682371065;375.7416;19.97473;11;290.8172;False
29;590.56591796875;183.831583434343;347.3917;22.85791;11;290.8172;False
30;892.15478515625;225.515696344385;524.7969;27.63824;14;409.3943;False
