Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;-61806.08203125;-92356.9244140625;376.3632;22.93005;11;351.2855;False
2;-61603.51953125;-91006.2302734375;378.2831;21.3066;13;388.1589;False
3;-52526.26953125;-88516.8197265625;468.4426;24.15012;11;351.2855;False
4;155394.5625;-74201.961328125;547;24.14687;11;351.2855;True
5;155396.796875;-71113.9005859375;547;23.89639;13;388.1589;True
6;-53018.3515625;-82235.65546875;463.5743;24.36174;11;351.2855;False
7;155392.109375;-72135.6318359375;547;24.43346;11;351.2855;True
8;-64979.234375;-86715.2125;344.911;23.09457;12;390.1877;False
9;-53221.15234375;-80349.1541015625;461.5887;24.85957;13;388.1589;False
10;155418.84375;-73719.188671875;547;21.87917;13;371.5248;True
11;-64703.43359375;-86779.1052734375;347.4605;19.60974;12;253.3389;False
12;-55590.1328125;-85244.90625;437.8474;21.19601;13;371.5248;False
13;155419.84375;-68896.3181640625;547;21.80151;13;371.5248;True
14;-56200.75390625;-78057.7732421875;431.9124;22.63538;13;337.444;False
15;-46324.1875;-78927.2751953125;529.8411;22.90738;13;330.1537;False
16;-55770.76953125;-83536.175390625;435.9871;20.48727;14;348.8728;False
17;155422.140625;-65178.692578125;547;21.62692;13;371.5248;True
18;155391.375;-69530.63359375;547;24.52203;14;348.8728;True
19;155398.6875;-71260.4025390625;547;23.69354;13;371.5248;True
20;155397.859375;-61097.7978515625;547;23.78131;13;371.5248;True
21;-53408.9921875;-85380.5892578125;459.7405;25.18781;13;330.1537;False
22;-49700.1640625;-81770.9140625;496.3738;22.90991;12;335.2193;False
23;-53101.4765625;-82211.4583984375;462.8082;25.57428;13;371.5248;False
24;-46684.28125;-83454.02109375;526.5798;27.56616;13;371.5248;False
25;-55678.44140625;-81055.3751953125;437.2813;27.27264;14;361.775;False
26;-48976.2109375;-79766.98046875;503.7211;25.22211;13;371.5248;False
27;155413.421875;-68542.71796875;547;22.31647;13;330.1537;True
28;155416.109375;-73184.662109375;547;22.09589;13;330.1537;True
29;-49573.7109375;-85155.253125;497.5531;22.13147;13;371.5248;False
30;-49510.484375;-81836.121875;498.0393;20.90295;13;330.1537;False
