Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;2710386944;568548595.2;437.7219;24.29089;12;380.7963;False
2;3653322752;750314555.2;523.4034;26.37353;11;363.4962;False
3;4046261248;1177018641.2;547;21.03759;11;363.4962;True
4;3838232832;1729485082.8;535.439;24.88583;11;363.313;False
5;4046173696;2266243663.6;547;20.89971;11;363.313;True
6;4051410176;1517985693.6;547;20.2383;11;363.1449;True
7;4043530752;1949044515.2;547;20.66335;11;362.6667;True
8;4044568064;2032602152;547;20.55756;11;362.6667;True
9;4049029120;1984736451.2;547;20.47491;11;363.1449;True
10;4038932480;2072786736;547;20.59579;11;361.9757;True
11;2912921856;1534102959.6;472.804;21.72641;10;360.7884;False
12;4043768576;1667747975.2;547;20.11453;11;361.9757;True
13;4140087552;1664727544;547;20.2872;12;364.7573;True
14;4043392256;1742181854.4;547;20.21051;11;362.0553;True
15;3459177984;1729145308.8;508.5819;21.96957;11;362.0553;False
16;3723622400;1585007807.6;527.2211;22.26288;11;361.8411;False
17;4004682752;2501388204.8;547;22.81122;11;360.0409;True
18;4068929536;1803200785.2;547;20.98132;11;366.3966;True
19;4132892160;1990295588.8;547;20.23199;12;363.7529;True
20;4070889984;1692636088;547;20.48871;11;366.0262;True
21;3659528704;1647660943.6;524.77;26.87512;11;361.9541;False
22;3832855040;1380801232;534.263;22.59344;11;362.8024;False
23;4062885376;1865739886.4;547;20.67993;11;365.2257;True
24;4068550656;1883399758.8;547;20.04327;11;365.1269;True
25;3730502144;1583369408;528.231;21.2796;11;359.6336;False
26;4143225088;1567674788;547;20.961;12;366.0295;True
27;4132655360;2164627649.6;547;22.11969;12;366.0295;True
28;4152121856;1854220652.8;547;20.06384;12;366.0115;True
29;3874979072;1809987435.2;530.5361;22.87463;12;366.4221;False
30;4119944192;2367191500.8;547;20.73035;12;362.7253;True
