Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;58349568;8137572.86565422;387.8638;20.79893;10;338.7183;False
2;80853336;12248443.1619351;432.4136;22.90526;10;356.9148;False
3;82834944;11295302.419632;435.9177;19.30738;10;356.9148;False
4;53762756;7902257.78856116;377.422;20.40323;12;321.8056;False
5;66113740;8190744.71001606;404.356;21.14406;9;355.3263;False
6;163667328;18532766.432443;547;28.08202;12;311.5768;True
7;32506274;3365708.82857981;319.1458;17.56906;12;311.5768;False
8;98735384;15139677.1927044;462.194;25.11348;11;341.8067;False
9;82717376;10776676.3592891;435.7114;25.29073;11;336.8475;False
10;80156160;7613420.95150547;431.1671;19.85703;11;336.8475;False
11;128511728;13940199.103832;504.6391;23.72751;11;336.8475;False
12;122449448;10620075.8051736;496.5759;27.29773;12;278.5359;False
13;100701408;10405192.9853466;465.2416;23.7431;11;219.3967;False
14;53161584;7367816.68068295;376.0099;25.3342;13;342.544;False
15;25492272;5391661.76012411;294.3085;26.97119;13;335.9276;False
16;33573600;4788761.03817112;322.6012;19.24344;13;334.0861;False
17;40648536;5750164.78296662;343.8336;21.89752;13;334.0861;False
18;82275984;6645208.86978342;434.935;22.98267;14;336.8651;False
19;40928716;5649766.7469429;344.6218;22.62067;11;359.7752;False
20;51983516;6561679.89366138;373.2117;23.29773;11;359.7752;False
21;43182884;3821404.47232318;350.8358;24.62665;11;359.7752;False
22;43083840;7098951.74773014;350.5674;26.94482;13;451.2875;False
23;81734208;10688981.9827458;433.9782;25.52673;13;451.2875;False
24;41626704;4572656.59383809;346.5698;21.35077;13;451.2875;False
25;52971340;8181686.6528962;375.5609;23.85291;13;451.2875;False
26;19845984;3093751.09733008;270.7432;15.81812;13;451.2875;False
27;163667328;23635876.9500884;547;23.95514;12;424.4884;True
28;80286264;8539819.55231554;431.4003;21.57715;13;321.2647;False
29;18536178;2803635.2475403;264.6509;21.96344;13;321.2647;False
30;122754472;14665166.2238853;496.9879;22.02966;12;295.9445;False
