Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;752747200;167357419.6;214.9525;21.6878;13;334.8965;False
2;1137487744;254233390.8;322.0715;29.34505;13;253.27;False
3;1841680384;567178342;351.4427;19.13969;14;355.3295;False
4;2886083584;941530412.8;494.9538;29.12328;12;288.3582;False
5;2604582400;988569931.6;433.8271;19.6306;14;335.0727;False
6;4356708352;1052644042;547;24.80995;13;376.1792;True
7;2366592000;1066572910.8;406.4669;27.00305;13;367.1117;False
8;3036289280;1147308150.4;463.3884;26.12408;14;354.6578;False
9;2703227392;1255906680;433.7689;20.25772;14;353.3747;False
10;3539097344;1426724384;495.0226;25.67032;13;374.9561;False
11;3151119872;1367634995.6;464.2327;22.77505;13;377.0305;False
12;4306373632;1648018284;547;22.82349;14;356.9866;True
13;4393781760;1521614011.2;547;21.61569;14;365.9117;True
14;3725548544;1430458195.6;499.1866;21.6463;14;377.2673;False
15;4356107776;2158734667.6;547;24.66644;14;365.9117;True
16;4360021504;1920088473.6;547;24.30908;14;365.9117;True
17;4066178560;1605148199.2;527.5748;22.25378;14;365.3972;False
18;4281968640;1999792127.2;547;23.88361;14;355.5031;True
19;4384851968;1893765938.8;547;22.54462;14;366.3654;True
20;3530093312;1754674222.8;496.3509;22.7381;14;357.1883;False
21;3480995072;1379492981.6;493.5194;23.64032;14;357.1883;False
22;4318428160;2235964908.8;547;22.01813;14;357.1883;True
23;4328078848;2237742665.2;547;21.32446;14;357.1883;True
24;4361020928;2422833142.4;547;21.09839;14;360.9;True
25;4292156928;1961744608;547;22.51581;14;354.703;True
26;4275945728;1689377075.2;547;22.89252;14;353.254;True
27;5175082496;2395114540.8;599.9562;24.24268;14;352.6721;False
28;4281116928;2389930251.2;547;23.88879;14;355.4028;True
29;4311821824;2175105961.6;547;21.05457;14;354.652;True
30;4318945792;2319837482.4;547;20.58142;14;354.652;True
