Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1275038336;340617877;271.8018;23.5634;13;393.4564;False
2;1522346368;566179978.4;375.2791;23.13066;13;245.476;False
3;1995811968;519567423.8;408.5997;21.2099;10;312.9447;False
4;1724614016;517818031.8;376.2273;22.53194;12;301.7148;False
5;1726740992;653976468.6;345.8818;18.36777;12;359.6986;False
6;2100908416;928277342.4;402.9875;22.81259;12;328.2912;False
7;1470871808;742382275.8;347.2258;21.01665;11;308.0223;False
8;1558033280;654175754.4;345.8178;16.98123;12;317.1077;False
9;1834343040;905272952.4;378.86;19.73419;12;317.6109;False
10;1851889920;752195346.4;378.8734;23.43335;13;316.0198;False
11;2157512704;718516227;409.4711;22.57913;13;316.0198;False
12;2811613696;979278446;465.7631;24.82574;14;311.7376;False
13;2755149824;921573390.4;462.7719;23.22849;13;316.4659;False
14;3951222016;1328946238.8;547;21.79318;13;319.2727;True
15;2473423360;1071332551.6;435.4005;20.21454;13;319.2727;False
16;2433292288;1231247103.2;433.5346;20.73651;13;316.5989;False
17;3822741504;1458237001.2;547;23.37732;12;314.4994;True
18;3940115456;1302447486.4;547;21.17572;13;316.6922;True
19;3157908224;1230454690.8;495.7628;25.31158;13;316.2176;False
20;3606193664;1634053718.4;527.8385;25.27032;13;316.4888;False
21;3214556160;1244790009.2;496.6068;20.65717;13;316.5695;False
22;3217557248;1367121733.2;497.3785;21.33069;13;316.5695;False
23;3823976192;1690685123.6;547;22.53802;12;313.3608;True
24;3828527360;1344436039.2;547;21.91272;12;312.942;True
25;3815578112;1482198695.2;547;22.99719;12;312.942;True
26;3938398208;2140056158.4;547;20.77771;13;315.7206;True
27;3935741184;1534679320;547;21.00085;13;315.7849;True
28;3228250624;1593523584;497.126;20.51221;13;317.3308;False
29;3267749632;1241411850;500.6761;22.29224;13;318.8979;False
30;3611629824;1669469323.2;527.6917;25.86707;13;318.2838;False
