Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;349886240;43357823.8922666;271.0206;18.75547;12;298.0699;False
2;1418336384;242491097.526136;432.1353;24.74368;11;328.7892;False
3;582111232;121297865.820219;321.1407;19.24062;10;272.9653;False
4;901132800;107654630.358164;371.4978;23.86395;12;318.3877;False
5;721632896;89457313.0968019;344.9839;18.14697;13;317.4831;False
6;431080480;55619613.5587118;290.5446;26.72078;12;318.3877;False
7;723024192;102768051.382927;345.2054;21.48137;12;318.3877;False
8;1182960256;152130226.293121;406.7711;22.71654;14;406.2325;False
9;725200256;112387119.846879;345.5514;17.48158;13;371.1823;False
10;333847488;74455687.0282531;266.8145;20.66885;13;361.9346;False
11;1144771968;117495108.430612;402.346;25.57217;14;438.5851;False
12;564295872;49047460.7786343;317.8305;19.89975;13;361.9346;False
13;735046720;108932977.179952;347.1083;20.289;13;286.3617;False
14;1737989120;190388058.770811;462.4261;24.6767;14;438.5851;False
15;1470824448;162941929.576133;437.4015;27.4473;14;438.5851;False
16;1454863488;190657984.327868;435.8135;22.43628;14;438.5851;False
17;939754432;128497115.328966;376.7311;24.81149;14;438.5851;False
18;2145193216;192152088.573256;496.0386;22.74475;12;306.0456;False
19;7102245376;569553123.340766;547;21.55176;12;372.7303;True
20;942813952;116649990.905481;377.1395;27.48541;14;318.299;False
21;583567232;135744762.521539;321.4082;15.61365;12;330.2303;False
22;1184943488;117451364.875281;406.9982;20.63342;12;330.2303;False
23;332219776;46142659.1063774;266.3801;26.93146;11;381.5156;False
24;909116160;168363549.79638;372.5916;32.04016;13;385.2089;False
25;914973184;155422000.197138;373.3901;23.17944;12;280.4138;False
26;743398656;222760092.553515;348.418;20.3645;10;358.0091;False
27;1822092416;230097556.521999;469.768;26.47327;12;323.1834;False
28;575367808;59455906.3296625;319.8958;22.7973;12;365.4085;False
29;1810960896;175199847.629054;468.8094;27.33154;14;342.7876;False
30;777235968;107146069.84557;353.6261;19.19537;13;330.2355;False
