Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;2748.73120117188;1684.46629806459;1057.204;70.43521;12;332.2033;False
2;2433.990234375;1309.07638075948;936.1501;59.18707;12;288.1765;False
3;2808.28076171875;1412.7816533491;1080.108;63.39206;13;307.2481;False
4;2722.52563476563;1583.29278546795;1047.125;59.78937;10;368.7371;False
5;2444.7744140625;1742.77365570366;940.2979;47.95422;14;365.6332;False
6;2429.67333984375;1352.46113886125;934.4897;53.96881;14;340.6833;False
7;2431.83764648438;1249.61146079302;935.3222;49.23395;14;340.6833;False
8;2438.43579101563;1141.88105458929;937.8599;49.43573;14;340.6833;False
9;3453.70068359375;1584.19956736937;1328.346;66.97546;11;314.2958;False
10;2512.23046875;1523.59074464142;966.2425;52.7644;13;318.9092;False
11;2426.26220703125;1579.38580216169;933.1778;84.75012;14;296.7885;False
12;2421.72119140625;1363.98868875746;931.4313;85.16589;14;296.7885;False
13;2439.7900390625;1223.72300732136;938.3807;44.78479;14;303.0791;False
14;2431.80419921875;1467.53423034102;935.3093;45.85474;14;303.0791;False
15;2473.67431640625;1132.51504151877;951.4132;49.7196;14;319.8717;False
16;2430.00317382813;1316.89994640946;934.6166;48.88635;12;294.6052;False
17;2431.99365234375;1046.25548703494;935.3822;49.1355;12;294.6052;False
18;2768.56616210938;1532.36956008784;1064.833;51.43604;9;310.5319;False
19;2439.98901367188;1072.82316008806;938.4573;44.63428;14;303.0791;False
20;2518.21337890625;1390.51683653444;968.5436;50.06909;14;303.0791;False
21;2745.18774414063;1005.94237607718;1055.841;53.71411;12;300.8565;False
22;2439.2421875;1538.34143364578;938.17;52.44849;12;338.3842;False
23;3125.66748046875;1612.24327637702;1202.18;62.30713;13;292.3531;False
24;2741.27880859375;1081.78034465909;1054.338;49.32666;12;321.6355;False
25;2468.66845703125;1637.72607079297;949.4879;57.37646;12;338.3842;False
26;2775.44409179688;1782.04831331819;1067.479;53.02051;12;342.4966;False
27;2437.58227539063;1277.73627433777;937.5317;40.33301;11;272.4868;False
28;2678.6259765625;868.928479523584;1030.241;51.04761;10;277.9798;False
29;2413.22705078125;1315.09173306525;928.1642;43.53369;10;277.9798;False
30;2461.83544921875;1504.15901210513;946.8597;44.6001;13;404.8139;False
