Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;640.84326171875;124.760277572274;246.4782;17.7631;10;310.1242;False
2;975.757446289063;178.864330382366;375.2913;18.08872;9;371.765;False
3;822.491516113281;291.96131295152;316.3429;28.62529;13;434.0045;False
4;764.329040527344;163.284291936457;293.9727;25.34227;13;312.9265;False
5;1052.19677734375;281.574196977168;404.6911;21.89174;11;254.4495;False
6;1209.1787109375;288.455623233318;465.0687;24.30867;11;254.4495;False
7;974.195434570313;287.640744185005;374.6906;18.79057;12;335.5077;False
8;1051.43310546875;341.885670129955;404.3974;17.22482;10;247.7077;False
9;1922.19995117188;312.934889644384;547;21.16858;10;247.7077;True
10;1062.51184082031;297.707220484613;408.6584;18.89105;10;247.7077;False
11;1289.87609863281;321.807140977681;496.1062;27.5011;10;247.7077;False
12;1289.35998535156;258.67171394527;495.9077;24.59909;13;302.5074;False
13;1049.681640625;311.359621500969;403.7237;17.40836;10;247.7077;False
14;1058.19592285156;327.208255529404;406.9984;22.44687;10;247.7077;False
15;1057.83520507813;304.281002299488;406.8597;24.30267;9;323.3338;False
16;1290.83068847656;267.676545511931;496.4733;19.60037;10;247.7077;False
17;1130.51135253906;306.109760135412;434.812;20.14893;12;291.3041;False
18;972.7880859375;305.641341139749;374.1493;21.16095;12;342.0962;False
19;1125.46081542969;322.243707829714;432.8695;20.83948;12;376.377;False
20;1128.15380859375;287.718481530249;433.9053;23.76465;12;376.377;False
21;1922.19995117188;455.24621232152;547;23.91278;12;326.3181;True
22;1199.61120605469;352.643526685238;461.3889;28.18695;12;376.7753;False
23;1212.56726074219;355.111074791849;466.372;26.14063;13;378.6787;False
24;1015.99737548828;420.213866764307;390.7682;20.86627;13;383.1399;False
25;980.31298828125;392.055322964489;377.0435;20.72272;13;342.4668;False
26;1119.97668457031;310.419404743239;430.7603;25.00812;12;324.3289;False
27;1127.43542480469;255.569371885806;433.629;21.88043;13;378.6787;False
28;1069.56616210938;384.055584166665;411.3716;21.38727;13;378.6787;False
29;1922.19995117188;464.041980764829;547;20.41803;13;368.7818;True
30;1922.19995117188;353.139299486019;547;22.99231;12;339.6727;True
