Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;24133402;3082535.15763404;288.9834;21.39067;13;321.8141;False
2;67262344;9023666.31507975;406.6842;21.1673;14;331.1931;False
3;163667328;19957747.7625572;547;22.14184;13;366.8877;True
4;40450688;6167784.44326885;343.2748;22.05958;13;366.8877;False
5;65021684;7747460.89299799;402.1173;21.752;13;366.8877;False
6;33399710;4166489.18958986;322.0433;20.20007;13;273.814;False
7;80404160;10733422.8456917;431.6113;21.77324;14;379.1628;False
8;25397872;4864835.73964301;293.9448;19.73999;13;332.9734;False
9;53089336;5959706.73731139;375.8395;18.22021;11;250.2233;False
10;53207068;6305973.76990211;376.1171;17.19144;11;250.2233;False
11;52793764;10643715.7220791;375.1407;20.61224;12;303.8194;False
12;25482504;3205938.73835353;294.2709;31.07755;13;345.6442;False
13;10854308;2280271.72350616;221.4118;17.7413;11;351.6479;False
14;163667328;10917816.6686169;547;22.28036;14;317.5438;True
15;32864422;6859919.10107599;320.3136;16.96155;14;381.8126;False
16;81696176;10385212.7132239;433.9109;23.45505;13;436.4735;False
17;66276844;8074352.70670229;404.6883;24.87061;13;416.436;False
18;31750376;4585245.32250954;316.6525;21.93506;14;331.4168;False
19;54082736;12657510.1033906;378.1693;19.99469;13;442.5841;False
20;99051032;9845547.90122325;462.686;33.69812;13;376.2018;False
21;82120984;10352934.4380259;434.6617;25.01385;10;360.9378;False
22;66932336;7467480.75128608;406.018;23.45526;14;324.4293;False
23;51885196;7617164.0163519;372.9762;18.12311;10;380.785;False
24;65902360;7351813.39228468;403.9246;24.10925;12;382.1262;False
25;144393216;10987540.554646;524.6249;26.4184;12;382.1262;False
26;100351024;11925717.3439803;464.7014;25.21057;13;308.3199;False
27;51913896;5328020.43655851;373.045;20.3623;14;299.6487;False
28;101405440;11969008.7416547;466.3233;22.12042;13;326.675;False
29;42146920;8435033.66466911;348.0075;20.78601;13;326.675;False
30;40925356;8591526.24612191;344.6123;19.99957;13;337.19;False
