Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;82113168;13483059.4912811;434.6479;21.62279;12;293.133;False
2;84819344;24336839.0477185;439.3712;22.50467;13;295.498;False
3;124222072;14712201.7672439;498.9606;25.09322;13;294.8146;False
4;52597032;24002103.5000336;374.6742;18.67151;13;295.498;False
5;82736672;25379125.396875;435.7453;24.55208;13;294.5797;False
6;81319176;30256983.575;433.2424;24.46167;13;294.4594;False
7;122402992;35270286.75;496.5131;20.84219;13;297.0733;False
8;121780080;35866889.7625;495.6694;22.42566;13;296.5529;False
9;146261552;42487525.875;526.878;25.20386;13;298.1233;False
10;147353184;45222445.5335938;528.1855;29.72809;13;298.1233;False
11;148252688;40932576.7;529.2581;23.87415;13;295.3904;False
12;99413144;35120135.35;463.2491;21.685;13;298.6587;False
13;101306784;35793953.0875;466.172;25.1344;13;294.1035;False
14;163667328;46165037.275;547;21.52954;13;297.3944;True
15;163667328;41415851.3404161;547;21.26691;13;296.9471;True
16;163667328;51346790.4546875;547;24.78223;13;296.9471;True
17;163667328;49428315.475;547;22.37482;13;296.977;True
18;163667328;56610492.25;547;23.23737;13;295.5215;True
19;150492448;68238949.609375;531.9101;25.60315;13;297.399;False
20;103821608;48911460.75;469.9979;21.62708;13;297.399;False
21;163667328;73052675.025;547;20.03815;13;297.399;True
22;163667328;72627717.35;547;19.79816;13;296.0049;True
23;163667328;73547787.65;547;22.15179;13;295.967;True
24;163667328;89710252.4;547;20.33081;12;291.6286;True
25;163667328;80612810.5881008;547;23.40234;13;297.9172;True
26;163667328;53251175.4127692;547;20.9071;13;296.8868;True
27;126152096;45124809.7942867;501.5314;22.83911;12;292.9894;False
28;163667328;68255986.4202132;547;25.81128;14;296.9314;True
29;163667328;65049794.35625;547;22.10193;14;296.9314;True
30;149569808;68364935.2022619;530.8209;23.17419;11;288.8186;False
31;150826272;54329511.307008;532.3031;21.70154;12;291.8453;False
32;163667328;60454472.8190784;547;20.84326;11;288.8186;True
33;163667328;47492120.6892243;547;22.29382;11;288.7772;True
34;163667328;56590123.3729538;547;20.84338;11;290.7407;True
35;163667328;63316913.7;547;23.19995;11;291.7415;True
