Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;13273725952;785501269.172452;289.6546;20.76606;13;344.7338;False
2;1380721885184;78355759631.8163;347.3713;20.35443;13;344.7338;False
3;2.00573496328192E+15;100286763397796;437.8521;25.65136;13;344.7338;False
4;1629607297024;81480812837.3959;349.4308;25.81076;13;344.7338;False
5;12418821390336;690395867604.666;374.6679;18.90262;14;272.7219;False
6;27034656964608;1977279913060.21;384.3347;21.58385;14;272.7219;False
7;2245545728;116281833.038473;267.5743;16.22615;14;272.7219;False
8;1.68092994057011E+15;167273693054578;435.6567;24.97699;14;253.4937;False
9;1492984659968;82437595899.6582;348.3427;25.9774;14;262.7242;False
10;14301692690432;716086725011.804;376.4221;19.01712;14;300.1878;False
11;1.64590136841994E+16;822952150747506;464.0086;21.89075;13;262.4147;False
12;123087504801792;6815080690839.29;403.1708;21.05807;12;257.1802;False
13;131056573349888;12893696319224.6;403.9503;22.94443;14;356.877;False
14;106257079861248;5870209126448.55;401.3436;21.80829;14;390.0032;False
15;1049155796992;126575734818.507;343.9587;20.22296;14;390.0032;False
16;1562962427904;83873740916.8679;348.9119;23.0322;13;256.6405;False
17;31885262848;2537388544.20361;300.5448;18.85944;11;265.0611;False
18;17914689536;991733591.952775;293.3805;20.7442;13;306.2147;False
19;2.13832677772493E+15;106918219972733;438.6476;22.66797;13;304.2381;False
20;2.28566305383383E+17;1.15573940564185E+16;496.7026;24.45148;12;416.6987;False
21;1.87681024560333E+15;93850182476495.7;437.0265;23.20935;11;387.2613;False
22;173067301027840;8653380168305.85;407.4056;19.8924;11;387.2613;False
23;1552986240;114563023.975491;262.9918;21.56195;14;419.6338;False
24;168848955277312;8503989008268.07;407.099;22.27637;12;379.1319;False
25;1.32198824935424E+16;660994230994271;461.2852;26.44641;13;396.0903;False
26;37268208;2396220.19916192;216.6427;23.64874;12;300.0667;False
27;203347541884928;10175718474443.1;409.4092;18.57935;14;334.5476;False
28;1.59704627648922E+15;79916715938053.1;435.0206;24.77094;13;360.6167;False
29;13157810569216;657890528838.662;375.3862;20.69183;13;360.6167;False
30;1.609069232128E+15;80454496575888.9;435.1138;21.1568;13;360.6167;False
