Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;910340864;112971120.263625;372.7589;21.95257;13;433.5569;False
2;917579136;132910189.276952;373.7442;20.66196;12;355.9422;False
3;727466432;116599516.062344;345.9109;17.43161;12;355.9422;False
4;1457188352;123825985.019769;436.0456;22.82462;13;376.1971;False
5;1159097344;147281928.308448;404.0173;22.21904;13;376.1971;False
6;584301248;86942192.2877319;321.5429;14.94019;12;355.9422;False
7;948086464;158457820.293611;377.8412;20.72446;11;320.0678;False
8;1190073984;119668966.319075;407.5848;20.64088;11;340.7557;False
9;1445514880;186697656.460344;434.8781;21.68542;11;366.8391;False
10;1764376960;246724398.05494;464.7547;23.04361;12;409.7964;False
11;1790459648;239678809.981992;467.0337;23.68826;13;483.6207;False
12;1710075648;173800668.345144;459.9371;27.79916;11;358.4369;False
13;1758226304;237674684.180855;464.214;25.41806;11;366.8391;False
14;1181740416;88062933.5043829;406.6312;23.29333;11;366.8391;False
15;1473669504;115849123.248518;437.6833;25.49368;11;366.8391;False
16;721658816;166739481.651778;344.988;20.82599;12;390.4024;False
17;2203323136;266516389.369328;500.4792;26.09412;12;372.1765;False
18;2544177664;217203885.037294;525.0602;24.51245;12;372.1765;False
19;1415532544;198515675.745351;431.8503;23.78064;12;314.6413;False
20;1448248448;318368405.452024;435.152;23.02185;12;365.9297;False
21;1439340032;123360826.153837;434.258;21.69861;12;365.9297;False
22;933678144;116972975.700588;375.9174;26.89978;14;316.0148;False
23;605449728;111517702.916745;325.3764;18.2406;14;316.0148;False
24;1474040832;178806064.82276;437.7201;22.23828;14;287.8212;False
25;1739265792;224637997.745601;462.5393;20.91852;10;424.4741;False
26;2547599872;233192240.667443;525.2955;23.60815;10;424.4741;False
27;2134449792;303006180.46088;495.2091;23.51007;10;424.4741;False
28;2122183296;124341511.075748;494.2586;23.9588;10;424.4741;False
29;732619392;60919815.8581075;346.7258;18.22357;10;424.4741;False
30;329122240;54735484.2793784;265.5497;16.70593;10;424.4741;False
