Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1821851392;302821217.2;378.368;20.65617;11;327.1309;False
2;1904306176;676818640;378.2716;17.34358;12;330.2385;False
3;2820986880;794873370;435.342;24.26073;11;405.3719;False
4;2593675520;1109292721.6;401.6774;21.00945;13;411.9198;False
5;2787139072;1219079440;418.1837;21.62193;13;411.9198;False
6;3354560768;1301654326.4;464.6759;20.80066;12;414.1047;False
7;4152498432;1293956061.6;547;26.49657;11;372.3568;True
8;4477637120;1787788937.6;536.2677;23.30804;13;411.1771;False
9;3488424960;1737327415.2;495.5126;30.81729;10;401.475;False
10;4510620672;1634575864;547;20.76038;12;398.739;True
11;4605737472;1855936415.2;547;21.61136;12;411.8286;True
12;4636546048;2146341693.6;547;22.99588;12;417.8159;True
13;4629356544;1870664964.8;547;23.72031;12;418.0433;True
14;4590561280;2163427501.6;547;20.09705;11;417.1384;True
15;4486974464;2169508870.4;547;24.63678;12;402.0652;True
16;4644632576;1630178480;547;21.98364;12;417.1419;True
17;4465178112;1828937419.2;547;24.77118;12;399.571;True
18;4630712832;2261770520.8;547;23.0849;12;417.2539;True
19;4652956160;2502297186.4;547;22.07684;12;418.2956;True
20;4662594048;2229748149.6;547;21.86572;12;419.0885;True
21;4598408192;2441788027.2;547;24.5224;12;415.4524;True
22;4640675328;2885148735.2;547;22.93176;12;418.211;True
23;4659611136;2382476664.8;547;22.22223;12;419.3342;True
24;4670828544;2838986806.4;547;21.19867;12;418.8907;True
25;4343605248;2224247750.4;529.0884;23.55719;12;419.7452;False
26;4652775424;2099172204.8;547;22.92633;12;419.6511;True
27;4328643584;2378481700;527.6739;22.36505;12;418.9978;False
28;4132416768;2179125798.4;527.8794;28.20422;12;400.8945;False
29;4323245568;2140605392;547;22.43005;10;398.478;True
30;4666984960;2319538393.6;547;21.26587;12;418.5544;True
