Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;4339592704;524611493.8;547;22.96107;14;361.3746;True
2;3372984064;889356654.4;466.7262;27.65347;13;410.9324;False
3;3997457920;1342054031.6;526.5173;23.55016;14;360.4942;False
4;2751112704;1478527134.4;466.0496;20.77207;13;305.455;False
5;4507644416;1819364056.8;547;22.11182;13;390.7911;True
6;4499863040;1795993962.8;547;21.35234;14;378.5202;True
7;4529643520;2217445196.8;547;20.84834;13;391.2253;True
8;4495872000;2182406969.6;547;22.27435;14;379.6226;True
9;4661965312;1992621056.8;547;19.97772;14;395.4672;True
10;4505477120;1734746129.6;547;20.9201;14;378.4125;True
11;4471675392;1846920273.6;547;23.38947;14;378.4125;True
12;4539936768;2443428369.6;547;25.27737;14;389.3734;True
13;4486584832;2118861421.6;547;22.84839;14;379.4107;True
14;5557746688;2683215482.4;616.815;26.17712;13;372.3557;False
15;4108551936;2389613661.6;528.2085;23.96429;13;382.1535;False
16;4595233792;2369112728.8;547;20.56848;14;388.6378;True
17;4610579968;2484003488;547;19.65753;14;388.6378;True
18;4550044160;2056384275.2;547;23.83551;14;388.6378;True
19;4540940800;1973310782.4;547;21.74805;14;384.2278;True
20;4229960448;1729785138.4;547;23.8006;12;368.7821;True
21;4547978240;2526283240.8;547;23.9502;14;388.5517;True
22;4573673472;2454851948.8;547;21.51117;14;387.7817;True
23;4627393536;2704997294.4;547;19.46118;14;390.2375;True
24;4542452224;2135938017.6;547;25.71063;14;390.2262;True
25;4477336576;2143284822.4;547;21.99512;14;376.8836;True
26;4436436480;1958391241.2;547;25.42627;14;376.8836;True
27;4355263488;2166051615.2;547;20.75964;13;369.5463;True
28;4370510336;1446196814.4;547;21.69684;13;373.157;True
29;3243564288;1255869858.4;462.0519;21.56531;14;384.0274;False
30;4469177344;1908490807.2;547;20.9668;14;374.0522;True
