Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;373.757263183594;80.2772603273392;373.7573;18.98945;13;351.4292;False
2;375.457672119141;164.558768111467;375.4577;18.73133;13;404.6736;False
3;351.683563232422;100.722001600266;351.6836;19.48987;13;404.6736;False
4;346.158905029297;101.175725951791;346.1589;19.90277;13;388.4241;False
5;462.452789306641;114.354783281684;462.4528;25.18222;13;388.4241;False
6;344.162353515625;111.97385905683;344.1624;23.37865;13;388.4241;False
7;497.590881347656;127.048419609666;497.5909;24.97264;13;369.8919;False
8;1047;126.311292680353;547;24.68236;13;369.8919;True
9;432.991851806641;152.511129681021;432.9919;30.45377;11;330.8326;False
10;436.625946044922;98.8364572256803;436.6259;23.11331;11;330.8326;False
11;529.648376464844;176.037914830446;529.6484;21.87756;11;382.4692;False
12;529.340881347656;120.814540708065;529.3409;22.69135;10;282.5226;False
13;497.022918701172;128.042443132401;497.0229;23.09436;10;282.5226;False
14;460.931610107422;85.8781205669045;460.9316;26.79205;10;282.5226;False
15;1047;151.497077745199;547;21.40558;10;282.5226;True
16;494.475463867188;146.946845765412;494.4755;28.07867;14;344.2443;False
17;536.282287597656;101.70524809435;536.2823;23.82239;13;337.9027;False
18;404.906860351563;135.697891882807;404.9069;20.42798;13;333.4013;False
19;526.393676757813;83.6699217140675;526.3937;19.90558;13;333.4013;False
20;468.322448730469;84.5724818736315;468.3224;20.16125;13;333.4013;False
21;525.018249511719;116.407139097154;525.0182;23.82831;13;333.4013;False
22;493.035430908203;141.254177160561;493.0354;22.09967;14;406.6096;False
23;1047;158.919642692804;547;26.34351;14;406.6096;True
24;416.831878662109;99.8257091894746;416.8319;21.77795;13;354.1921;False
25;434.461242675781;132.270339912176;434.4612;23.03253;13;333.4013;False
26;497.4833984375;92.8030251711607;497.4834;21.79547;13;333.4013;False
27;464.512725830078;119.066634681821;464.5127;19.36432;13;333.4013;False
28;374.861633300781;125.503289407492;374.8616;19.79065;14;434.6666;False
29;434.306488037109;98.1520375669002;434.3065;25.43079;14;434.6666;False
30;320.355041503906;111.492674909532;320.355;18.41003;14;434.6666;False
